1994,"29,233","7,602","3,820","1,322","1,844","175,673","17,423","236,917","17,030","249,232",,"579,722","238,185",,"140,938","11,472",530,"11,880","961,235",234,"875,225",,"9,057,040",,"1,500","27,088,773","6,013,547","42,160,860",37.21,22.5,,"3,333,068",,"7,933,321","1,410,144","12,676,533",117,,"115,003,309","103,900,186",,"592,500","2,865,500","5,488,500","227,849,995",51.05,,"48,339,182",,,156,,,657,,813,"68,575",,"215,446","66,140","8,000","31,651","64,071","23,214","5,067","418,381","3,106","439,917",,,"44,638,683",,"44,638,683",16.97,"43,682,643",,"37,221",,,"1,573,085","2,931,000","124,262,000",,"128,803,306",21.75,,,,,,,"202,523","1,699,825",,"1,902,348",212,"1,902,348",,"3,010",,"77,736","80,746","112,459","8,705","76,101",,"219,592","205,639",,"57,011",,"22,014","7,707","511,963",741,"494,939",,"297,382","331,975",,"177,246",,"133,996","24,929","965,528","1,351","978,587",,21,,,"7,525",209,,"7,755","7,454",,,"1,128",,"1,462","2,590","44,998","2,681",,,,,,,,,,,529,,,,,,529,"5,690",,,,,,,"1,007",,,,,413,,,413,322,,,"3,978",,"3,978","2,827",,,,,,,,,,,,,,"3,401",,"500,000","503,401",4.00,,,,,,,,,,,,,,,,,113,450,,113,450,,,,,,,,,"1,856","1,856",417,,,,,63.3,,,,63.3,"13,732",,,185,,185,"95,969",,,,,,354,,408,762,,,"60,382","60,382",95.0,,"146,075",,82.8,"8,398",46.0,24.00,,,,,,"1,079,227",56.70,86.7,,"1,233,700",86.7,"1,777,000",82.8,,,,,,"21,677",91.82,376,,"21,677",376,,"58,306",,,"41,945",95.7,697,,,,,,,,"87,161",95.34,510,,"187,412",510,"233,000",541.3,,"357,528",92.00,460,,"50,920",,,"38,609",66.5,449.1,,,,,,,,"444,264",65.26,223,,"533,793","511,000",246.2,,,,,,,,,"3,093",16.05,284,"3,093",284,,,,"2,300",290.3,,,,,,,,,,,,,,
1995,"27,842","9,744","4,301",622,"1,716","173,725","18,448","236,398","16,756","251,070",,"421,954","231,178",,"161,444","8,180","41,791","14,800","882,007",227,"688,900",,"9,040,421",,"2,302","27,865,409","5,749,537","42,657,669",37.00,28.2,,"3,421,876",,"8,067,380","1,447,717","12,936,973",245,,"119,983,948","110,508,619",,"598,000","2,743,000","5,897,500","239,731,067",54.08,,"49,793,616",,,252,,,824,,"1,076","68,416",,"168,902","66,423","6,000","3,532","78,284","21,550","7,600","350,759","3,990","408,108",,,"41,581,422",,"41,581,422",20.47,"40,695,449",,"24,551",,,"1,703,541","2,558,000","138,702,217",,"142,988,309",22.49,,,,,,,"227,900","1,794,723",,"2,022,623",204,"2,022,623",,"4,990",,"101,341","106,331","85,786","11,135","101,456",,"166,984","206,758",,"61,387",,"14,913","14,961","465,004",862,"428,408",,"235,792","312,644","5,947","206,904",,"123,123","55,087","939,497","1,405","898,084",,79,,,"7,320",429,17.4,"7,846","8,546",,,"1,356",,"3,006","4,363","47,276","4,810",,,,,,,,,,,667,,,,,,667,"6,806",,,,,,,"1,637",,,,,,,,,,,,"4,808",,"4,808","2,500",,,,,,,,,,,,,,"4,631",,"500,000","504,631",3.62,,,,,,,,,,,,,,,,,74.0,528,,74.0,528,,,,,,,,,,,,,,,,63.3,,,,63.3,"16,779",,,258,,258,"101,968",,,,,,316,,538,854,,,"84,909","84,909",95.0,,"170,503",51.00,91.1,"9,165",,24.93,,,,,,"998,152",57.08,96.4,,"1,177,820",96.4,"1,980,000",91.1,,,,,,"20,283",91.88,395,,"20,283",395,,"75,729",95.50,,"36,317",95.7,808,,,,,,,,"124,870",94.80,546,,"236,916",546,"204,000",598.0,,"452,736",92.00,476,,"66,945",66.20,,"34,675",66.5,587.9,,,,,,,,"458,444",65.40,333,,"560,064","505,000",370.2,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
1996,"28,202","11,102","4,516","1,635","1,811","208,139","21,325","276,730","16,051","283,360",,"493,158","195,960",,"172,760","14,510","81,740","53,570","1,012,498",214,"723,315",,"9,453,686",,"1,090","27,370,797","6,238,760","43,064,333",37.39,21.9,,"3,470,585",,"8,249,660","1,468,325","13,188,570",181,,"123,923,528","117,382,355",,"569,000","2,520,500","5,782,000","250,177,383",55.10,,"61,916,848",8.00,,,,,942,,942,"67,412",,"294,708","94,359","1,000","21,995","84,947","20,144","13,842","532,656","2,901","496,598",,,"42,376,831",,"42,376,831",9.32,"42,376,831",,"28,656",,,"1,717,134","2,515,000","147,905,472",,"152,166,262",22.68,,,,,,,"296,807","1,776,109",,"2,072,916",212,"2,072,916",,,,"112,125","112,125","71,041","9,607","112,426",,"193,852","200,739",,"69,323",,"23,535","39,603","527,052",1000,"498,040",,"243,140","299,767","13,575","191,531",,"128,465","151,074","1,027,552","1,323","1,042,683",,70,,,"8,460",370,35.3,"8,935","7,944",,,"1,709",,"4,137","5,846","45,748","5,957",,24.8,24.8,"396,288",,,,,,,"1,015",,,,,,"1,015","4,290",,,,,"6,000","6,000","1,237",,,,,,,,,,,,"7,916",,"7,916","2,165",,,,,,,,,,,,,,585,,"500,000","500,585",4.00,,,,,,,,,,,,,,,,,119,559,,119,559,,,,,,,,,,,,,,,,22.6,,,,22.6,"13,769",,,393,,393,"96,482",,,,,,319,,514,833,,,"88,493","88,493",106,,"190,991",51.00,97.4,"8,524",,25.35,,,,,,"1,077,028",56.94,106,,"1,276,543",106,"2,030,000",97.4,,,,,,"33,170",82.93,478,,"33,170",478,,"61,333",95.50,,"37,752",95.7,793,,,,,,,,"110,651",90.44,715,,"209,736",715,"192,000",761.3,,"367,525",92.00,495,,"56,406",66.20,,"30,668",66.5,635.9,,,,,,,,"372,704",80.12,530,,"459,778","460,000",585.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,"28,829","11,715","4,825","4,148","1,642","228,492","24,332","303,982","14,338","304,591",,"572,586","200,620",,"168,170","14,440","82,920","67,480","1,106,216",218,"738,858",,"9,810,875",,"2,600","28,051,074","6,601,668","44,466,217",37.54,22.7,,"3,479,834",,"8,481,895","1,472,237","13,433,966",204,,"132,734,575","128,337,900",,"567,000","2,645,500","5,695,500","269,980,475",55.66,,"62,230,621",8.00,,,,,"1,219",,"1,219","48,213",,"276,547","122,713",,"25,883","81,267","26,236","17,000","549,073","3,081","575,494",,,"40,200,000",,"40,200,000",10.42,"40,200,000",,"24,909","14,053",,"184,314","2,579,000","153,523,142",,"156,325,418",24.29,,,,,,,"176,990","2,006,996",,"2,183,986",206,"2,183,986",,,,"122,991","122,991","62,325","9,319","123,093",,"198,717","184,684",,"68,458",,"26,534","51,500","529,893",839,"480,854",,"183,248","272,596",,"191,057",,"131,792","178,743","957,436","1,770","984,684",,40,,,"8,750",523,67.3,"9,380","7,638",,,"1,666",,"4,792","6,457","41,496","5,843",,7.30,7.30,"320,000",,,,,,,"1,811",,,,,,"1,811","1,910",,,,,"18,756","18,756","1,308",,,,,,,,,,,,"2,800",,"2,800","3,822",,,,,,,,,,,,,,419,,"500,000","500,419",9.00,,,,,,,,,,,,,,,,,315,429,,315,429,,,,,,,,,,,,,,,,3.92,,,,3.92,"12,383",,0.7,211,,212,"120,398",,,,,,244,,201,445,,,"97,109","97,109",115,,"70,335",,102,"54,546",,10.54,,,,,,"1,233,849",55.61,108,,"1,358,730",108,"2,233,000",101.6,,,,,,"22,482",40.24,520,,"22,482",520,,"50,827",,,"35,759",95.7,724,,,,,,,,"111,779",94.03,703,,"198,365",703,"245,000",724.1,,"471,866",92.57,504,,"37,130",,,"23,921",66.5,552.3,,,,,,,,"292,791",59.52,548,,"353,842","416,000",599.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,"32,326","14,768","4,896","4,179","1,744","221,316","20,391","299,620","15,120","305,266",,"986,000","151,000",,"146,000","16,000","99,000","76,000","1,474,000",283,"1,227,502",,"9,440,874",,,"28,756,058","6,455,898","44,652,830",37.21,25.0,,"3,633,663",,"8,748,182","1,523,793","13,905,638",181,,"139,494,400","135,817,720",,"576,000","2,747,900","5,769,500","284,405,520",58.78,,"66,026,730",8.00,,,,,"1,269",,"1,269","66,650",,"360,989","111,765",,"26,676","73,645","25,003","20,135","617,928","2,647","632,027",,,"40,800,000",,"40,800,000",12.29,"40,800,000",,"23,116","11,791",,"3,878,223","2,931,000","153,921,489",,"160,765,619",29.23,,,,,,,"79,430","1,622,235",,"1,701,665",204,"1,701,665",,,,"140,559","140,559","51,517","7,345","144,067",,"285,972","155,403",,"65,820",,"51,027","61,464","619,686",847,"563,025",,"200,706","250,773",,"185,927",,"183,560","198,392","1,019,358","1,637","1,008,670",,40,,,"8,262",588,44.9,"8,934","8,917",,,"1,722",,"4,049","5,771","48,576","6,158",,,,,,,,,,,"1,006",,,,,,"1,006","2,325",,,,,"72,496","72,496","1,337",,,,,,,,,,,,"2,100",,"2,100","4,878",,,,,,,,,,,,,,813,,"587,000","587,813",4.00,,,,,,,,,,,,,,,,,155,827,,155,827,,,,,,,,,,,,,,,,13.7,,,,13.7,"12,211",,0.7,282,,283,"146,592",,,,,,368,,350,718,,,"117,397","117,397",123,,"152,914",,110,"53,053",,10.01,,,,,,"1,287,196",56.12,117,,"1,493,163",117,"2,352,000",110.0,,,,,,"28,971",50.78,403,,"28,971",403,,"84,153",,,"20,046",95.7,720,,,,,,,,"96,928",87.42,789,,"201,127",789,"233,000",807.9,,"529,484",92.47,547,,"62,035",,,"11,678",66.5,478.3,,,,,,,,"300,467",53.64,514,,"374,180","401,000",566.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,"33,648","21,042","4,633","4,950","1,773","201,122","22,296","289,466","13,866","298,738",,"1,186,870","147,470",,"170,690","24,480","132,430","53,780","1,715,720",260,"1,511,589",,"11,500,000",,,"30,466,723","6,449,450","48,416,173",37.63,25.0,,"3,765,677",,"8,930,010","1,598,496","14,294,183",206,,"152,703,464","130,947,606",,"561,500","2,836,400","6,184,500","293,233,470",48.94,,"67,849,956",8.00,,,,,"1,010",,"1,010","37,308",,"428,274","109,507",,"28,801","138,272","21,330","11,800","737,847","2,475","755,646",,,"29,700,000","83,745","29,783,745",12.39,"29,783,745",,"20,840","14,073",,"2,454,163","3,005,333","146,098,944",,"151,593,353",25.63,,,,,,,"108,155","1,734,000",,"1,842,155",191,"1,728,719",,,,"117,686","117,686","65,757","9,567","117,209",,"324,404","153,178",,"79,167",,"71,520","48,580","676,849",776,"657,285",,"214,513","258,295",,"200,280",,"278,459","168,120","1,119,666","1,660","1,087,023",,40,40,,"9,236",466,8.3,"9,790","8,387",,,"3,208",,"3,857","7,065","46,064","7,352",,,,,,,,,,,"1,784",,,,,,"1,784","2,206",,,,,"71,886","71,886","1,133",,,,,,,,,,,,"2,200",,"2,200","5,206",,,,,,,,,,,,,,"1,250",,"700,000","701,250",2.92,,,,,,,,,,,,,,,,,90.4,816,,90.4,816,,,,,,,,,,,,,,,,18.5,,,,18.5,"11,299",,,286,,286,"141,556",,,,,,303,,202,505,,,"95,623","95,623",128,,"94,947",,128,"3,918",,22.03,,,,,,"1,237,485",54.96,124,,"1,336,349",124,"1,969,000",128.4,,,,,,"31,528",58.94,440,,"31,528",440,,"79,865",,,"9,125",95.7,799,,,,,,,,"113,401",68.00,725,,"202,391",725,"182,000",747.2,,"522,933",92.00,551,,"57,579",,,"4,207",66.5,618.3,,,,,,,,"322,940",22.90,431,,"384,726","359,000",471.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,"37,099","18,582","4,230","6,680","2,948","198,227","23,147","290,913","15,399","287,323",,"1,576,120","146,030",,"118,010","34,350","137,160","47,190","2,058,860",274,"1,772,702",,"11,896,000",,,"34,962,996","6,943,236","53,802,232",37.01,27.5,,"3,762,000",,"10,003,058","1,724,823","15,489,881",303,,"159,178,418","134,996,279",,"508,500","3,139,000","6,410,500","304,232,697",49.95,,"66,645,316",8.00,,,,,"3,599",,"3,599","39,960",,"460,082","129,334",,"25,414","200,423","23,597",,"838,849","3,142","832,632",,,"26,475,000","190,005","26,665,005",16.87,"26,665,005",,,"5,470",,"2,245,873","2,763,000","164,803,647",,"169,817,989",28.14,,,,,,,"259,536","2,178,000",,"2,437,536",186,"1,743,808",,,,"145,552","145,552","23,606","14,812","156,020",,"390,300","141,022",,"43,101",,"85,479","39,450","699,352",781,"635,819",,"563,440","253,032",,"101,262",,"295,276","166,665","1,379,675","1,943","1,291,461",,,,,"9,194",713,7.5,"9,914","9,382",,,"4,509",,"4,436","8,945","48,593","9,122",,,,,,"2,695","2,695","12,374",,,"1,558",,,,,,"1,558","2,288",,,,,"74,260","74,260","1,209",,,,,,,,,,,,"2,400",,"2,400","6,858",,,,,,,,,,,"806,000",,,"2,108",,"612,000","1,420,108",44.1,,,,,,,,,,,,,,,,,171,812,,171,812,,,,,,,,,,,,,,,,16.3,,,,16.3,"13,169",,,431,,431,"1,021,368",,,,,,332,,61,393,,,"97,443","97,443",110,,"64,236",,161,"3,323",,21.16,,,,,,"1,296,485",56.13,143,,"1,364,044",143,"2,151,000",139.2,,,,,,"37,849",37.03,437,,"37,849",437,,"50,402",,,"7,676",95.7,875,,,,,,,,"122,147",90.14,823,,"180,225",865,"203,000",776.4,,"617,534",92.00,611,,"32,455",,,"4,273",66.5,722.3,,,,,,,,"347,933",16.94,495,,"384,661","374,000",532.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,"31,890","17,103","3,498","6,181","4,313","196,589","20,508","280,083","16,809","275,676",,"1,544,787","132,758",,"103,900","33,664","107,359","47,854","1,970,322",272,"1,757,509",,"11,472,000",,,"36,002,388","6,325,105","53,799,493",36.64,26.6,,"3,624,000",,"10,748,039","1,794,462","16,166,501",152,,"181,006,156","143,292,568",,"504,000","2,989,000","6,219,000","334,010,724",64.37,,"65,656,408",8.00,,,,,"4,265",,"4,265","38,767",,"490,754","127,570",,"32,200","200,523","47,295",,"898,342","3,041","865,669",,,"26,098,056","55,000","26,153,056",23.04,"26,153,056",,,"9,329",,"2,201,028","3,009,781","175,422,900",,"180,643,037",33.38,,,,,,,"498,603","1,717,000",,"2,215,603",199,"2,082,672",,,,"185,090","185,090","18,535","11,465","171,317",,"472,631","132,523",,"31,261",,"84,909","37,781","759,104",921,"718,471",,"718,624","262,200",,"81,957",,"250,782","163,026","1,476,589","1,712","1,487,164",,,,,"8,977",976,,"9,953","8,800",,,"4,853",,"4,167","9,020","50,088","6,853",,,,,,"4,450","4,450","10,458",,301,"1,398",,,,,,"1,699","2,653",,,,,"15,750","15,750","1,584",,,,,,,,,,,,"2,000",,"2,000","9,703",,,,,,,,,,,"1,261,521",,,"1,917",,"570,000","1,833,438",141,,,,,,,,,,,,,,,,,174,828,,174,828,,,,,,,,,,,,,,,,19.6,,,,19.6,"23,187",,,569,,569,"193,059",,,,,,258,,156,414,,,"108,698","108,698",109,,"82,479",,159,"2,586",,22.58,,,,,,"836,225",56.05,164,,"921,290",164,"2,022,000",157.6,,,,,,"24,792",73.12,490,,"24,792",490,,"64,856",,,"6,393",95.7,876,"5,921",,,,,,,"112,927",94.19,877,,"190,097",960,"203,000",880.2,,"646,459",92.00,648,,"43,240",,,"4,875",66.5,716.7,"1,307",,,,,,,"353,169",65.00,651,,"402,591","393,000",671.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,"25,064","23,483","3,243","6,053","3,136","187,204","18,027","266,211","18,349","272,856",,"1,760,380","88,628",,"77,617","25,849","68,085","50,348","2,070,907",273,"1,964,296",,"11,384,000",,,"36,681,223","6,069,610","54,134,833",36.44,23.3,,"3,574,000",,"11,000,041","1,802,014","16,376,055",140,,"192,534,125","143,579,894",,"519,736","3,556,000","6,978,108","347,167,863",62.97,,"66,581,104",8.00,,,,,"4,855",,"4,855","25,708",,"475,253","134,595",,"32,593","178,120","51,720",,"872,281","2,876","846,418",,,"33,661,732","117,000","33,778,732",18.92,"33,778,732",,,"3,934",,"2,325,961","3,290,217","180,972,411",,"186,592,523",31.33,,,,,,,"578,388","1,789,000",,"2,367,388",199,"2,018,189",,,,"179,766","179,766","30,058","12,474","171,269",,"451,865","96,360",,"29,329",,"76,439","39,859","693,852",836,"665,869",,"742,953","197,576",,"77,702",,"250,317","171,383","1,439,931","1,438","1,429,664",,1,750,,"7,356",763,,"8,870","7,465",,,"3,733",,"4,469","8,202","47,573","8,097",,,,,,"5,614","5,614","9,727",,234,954,,,,,,"1,188","3,723",,,,,"126,032","126,032","1,520",,,,,,,,,,,,"3,140",,"3,140","5,919",,,,,,,,,,,"1,711,105",,,"1,971",,"540,000","2,253,076",141,,,,,,,,,,,,,,,,,122,810,,122,810,,,,,,,"1,088",,,"1,088",250,,,,,22.6,,,,22.6,"17,335",,,695,,695,"148,579",,,,,,315,,125,440,,,"101,845","101,845",557,,"93,882",,143,924,,25.12,"28,123",,,,,"852,550",54.83,154,,"975,479",154,"1,957,000",143.1,,,,,,"43,750",82.07,485,,"43,750",485,,"60,765",,,"2,555",95.7,876,"16,805",,,,,,,"125,411",94.55,819,,"205,536",924,"217,000",840.4,,"586,993",92.00,603,,"42,664",,,"2,738",66.5,712.4,"4,043",,,,,,,"369,920",64.39,667,,"419,365","413,000",687.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"26,240","27,492","3,111","9,315","5,327","186,882","22,847","281,213","18,010","289,720",,"1,582,830","81,505",,"67,093","20,152","69,902","46,671","1,868,153",241,"1,833,537",,"12,059,000",,,"37,390,791","6,152,060","55,601,851",36.50,19.8,,"3,731,000",,"11,228,615","1,818,229","16,777,844",267,,"202,998,681","144,551,600",,"482,749","4,030,000","7,501,949","359,564,979",50.31,,"66,414,816",8.00,,,,,"5,165",,"5,165","29,655",,"435,055","156,329",,"29,723","160,079","49,201",,"830,388","2,728","827,638",,,"30,967,768","62,000","31,029,768",18.65,"31,029,768",,,,,"2,452,906","2,689,089","207,144,424",,"212,286,419",27.15,,,,,,,"587,836","1,941,000",,"2,528,836",199,"2,440,166",,,,"187,737","187,737","29,342","14,807","176,328",,"450,875","116,093",,"30,223",,"52,318","38,227","687,736",795,"669,510",,"751,746","253,990",,"79,023",,"184,590","172,786","1,442,135","1,275","1,449,257",,2,"1,031",,"4,645",653,,"6,331","7,079",,,"3,891",,"5,064","8,955","41,405","8,958",,,,,,694,694,"13,389",,206,,,,,,,206,"4,060",,,,,"138,771","138,771","1,528",,,,,,,,,,,,"3,450",,"3,450","8,186",,,,,,,,,,,"1,908,700",,,"1,247",,"585,737","2,495,684",68.4,,,,,,,,,,,,,,,,,133,477,,133,477,,,,,,,,,,,,,,,,8.92,,,,8.92,"14,919",,,687,,687,"123,429",,,,,,347,,159,506,,,"127,975","127,975",573,,"120,392",,120,,,,"50,984",,,,,"862,391",55.27,128,,"1,033,767",128,"2,007,000",120.4,,,,,,"46,673",86.08,370,,"46,673",370,,"44,808",,,"3,000",,,"28,329",,,,,,,"123,633",94.45,649,,"199,770",746,"171,000",685.9,,"556,253",92.00,558,,"44,808",,,"2,000",,,"10,841",,,,,,,"420,545",61.33,576,,"478,194","462,000",578.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,"23,165","29,144","3,456","10,598","5,116","164,221","22,271","257,970","17,920","278,412",,"1,914,021","91,547",,"88,723","33,948","50,737","44,667","2,223,643",291,"2,105,816",,"12,819,000",,,"37,945,715","5,828,298","56,593,013",36.59,21.5,,"3,953,000",,"10,988,386","1,837,108","16,778,494",393,,"212,845,233","151,081,922",,"510,335","4,010,000","7,475,610","375,923,100",59.47,,"66,604,712",8.00,,,,,"4,397",,"4,397","59,403",,"417,592","165,661",,"30,284","224,731","37,108",,"875,376","3,904","803,613",,,"20,702,039",,"20,702,039",17.37,"20,702,039",,,,,"2,286,466","3,475,249","227,439,089",,"233,200,805",29.40,,,,,,,"275,612","2,819,000",,"3,094,612",199,"2,757,396",,,,"174,701","174,701","36,858","18,807","177,739",,"502,805","97,715",,"34,558",,"3,560","34,949","673,587","1,216","666,683",,"799,078","204,843",,"92,306",,"41,938","159,094","1,297,259","1,433","1,316,100",,8,429,,,426,,863,"11,606",,,"5,487",,"5,136","10,623","42,458","10,591",,,,,,220,220,"32,194",,157,,,,,,,157,"4,035",,,,,"242,805","242,805","1,940",,,,,,,,,,,,"3,930",,"3,930","6,158",,,,,,,,,,,"1,888,898",,,"1,743",,"672,000","2,562,641",68.4,,,,,,,,,,,,,,,,,196,846,,196,846,,,,,,,,,,,,,,,,16.7,,,,16.7,"16,308",,,695,,695,"109,133",,,,,,331,,,331,,,"134,761","134,761",548,,"122,110",,102,,,,"19,978",,,,,"650,849",34.86,116,,"792,937",116,"1,921,000",101.4,,,,,,"53,499",55.26,295,,"53,499",295,,"38,524",,,,,,"11,239",,,,,,,"101,893",59.33,688,,"151,656",723,"162,000",666.4,,"611,446",92.00,462,,"38,524",,,,,,"4,645",,,,,,,"358,822",65.56,764,,"401,991","479,000",652.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,"24,618","28,046","5,236","8,336","6,243","173,094","16,546","262,118","18,800","260,641",,"2,064,769","100,812",,"82,167","37,750","87,867","43,282","2,416,646",309,"2,132,528",,"15,604,000",,,"38,495,552","5,859,115","59,958,667",37.36,17.4,,"4,788,000",,"11,352,183","1,824,730","17,964,913",445,,"229,340,953","158,911,520",,"565,580","4,499,999","7,920,732","401,238,783",93.17,,"67,167,088",12.56,,,,,"4,567",,"4,567","36,548",,"409,204","182,387",,"30,792","212,015","93,819",,"928,217","4,833","922,320",,,"30,647,114",,"30,647,114",21.57,"30,647,114",,,,,"2,354,008","3,490,231","255,252,928",,"261,097,167",46.26,,,,,,,"352,402","3,048,000",,"3,400,402",327,"3,351,841",,,,"188,362","188,362","36,168","19,196","178,504",,"549,156","116,408",,"28,680",,"37,668","34,303","766,215","1,295","725,824",,"835,504","188,422",,"84,281",,"66,669","153,864","1,328,740","1,840","1,338,966",,15,,,"1,831",427,,"2,273","9,903",,,"5,311",,"5,909","11,220","46,373","11,249",,,,,,,,,,192,,,,,,,192,"4,712",,,,,"242,377","242,377","2,010",,,,,,,,,,,,"3,770",,"3,770","8,042",,,,,,,,,,,"1,934,508",,,823,,"757,013","2,692,344",70.0,,,,,,,,,,,,,,,,,58.3,603,,58.3,603,,,,,,,,,,,,,,,,8.92,,,,8.92,"39,798",,,736,,736,"123,997",,,,,,315,,,315,,,"246,128","246,128",525,,"152,612",,99.5,,,,,,,,,"614,200",,111,,"766,812",111,"2,030,000",100.0,,,,,,"84,977",,317,,"84,977",317,,"57,157",,,,,,,,,,,,,"100,452",,635,,"157,609",843,"177,000",775.6,,"677,219",92.00,539,,"57,157",,,,,,,,,,,,,"387,045",65.00,780,,"444,202","461,000",842.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,"22,502","27,041","6,272","5,097","6,746","165,174","14,026","246,859","25,966","248,449",,"1,384,613","94,153",,"88,300","29,512","95,921","35,357","1,727,856",488,"1,574,238",,"16,317,000",,,"40,826,877","4,636,591","61,780,468",37.02,17.7,,"5,111,000",,"11,821,748","1,642,587","18,575,335",425,,"227,038,796","166,426,153",,"570,442","4,485,114","7,760,748","406,281,252",98.01,,"67,753,616",12.56,,,,,"5,129",,"5,129","42,978",,"352,684","209,808",,"30,811","183,000","102,374",,"878,874","8,822","866,785",,,"29,291,303","11,986","29,303,288",27.09,"29,303,266",,,,,"1,823,197","3,972,452","268,372,683",,"274,168,331",58.06,,,,,,,"409,047","3,384,406",,"3,793,453",260,"3,589,751",,,,"175,087","175,087","37,247","32,686","178,869",,"429,885","101,673",,"27,902",,"78,212","30,351","668,023","1,712","610,350",,"800,718","169,143",,"82,414",,"138,860","135,540","1,326,675","4,406","1,331,691",,254,,,,426,,680,"12,253",,,"4,213",,"4,752","8,965","61,057","8,950",,,,,,,,,,,,,,,,,,"7,040",,,,,"258,209","258,209","1,891",,,,,,,,,,,,"5,500",,"5,500","9,415",,,,,,,,,,,"2,081,658",,,"1,926",,"670,000","2,753,584",42.2,,,,,,,,,,,,,,,,,197,762,,197,762,,,,,,,,,,,,,,,,20.8,,,,20.8,"49,618",,,412,,412,"116,017",,,,,,,,,,,,"278,233","278,233",599,,"153,728",,110,"130,000",,,,,,,,"742,079",,114,,"1,025,807",114,"2,358,000",110.0,,,,,,"53,518",,330,,"53,518",330,,"54,723",,,"33,000",,,,,,,,,,"102,211",,630,,"189,934",903,"232,000",827.9,,"703,000",,693,,"54,723",,,"15,000",,,,,,,,,,"370,183",,969,"2,000","441,906","532,000",919.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,"22,912","34,861","6,418","4,190","6,922","155,516","16,536","247,355","26,651","242,330",,"1,527,398","69,005",,"105,036","27,342","112,482","37,357","1,878,620",514,"1,680,570",,"16,777,772",,,"40,960,093","4,660,374","62,398,239",37.07,23.8,,"5,076,000",,"12,193,626","1,848,893","19,118,519",342,,"240,516,509","171,485,888",,"585,340","5,021,266","7,468,934","425,077,938",82.75,,"65,629,784",15.49,,,,,"4,730",,"4,730","73,777",,"368,877","166,978",,"29,593","177,600","118,836",,"862,535","8,431","874,948",,,"19,219,635",,"19,219,635",23.82,"19,219,635",,,,,"2,554,362","6,538,269","288,943,358","338,500","298,374,490",60.92,,,,,,,"398,980","4,001,448",,"4,400,428",357,"4,576,900",,,,"162,492","162,492","53,760","45,375","184,268",,"459,761","71,717",,"30,060",,"46,069","33,041","640,648","3,146","584,153",,"857,622","123,175",,"98,237","85,400","179,149","137,742","1,481,325","3,888","1,475,264",,"1,912",,,,148,,"2,060","17,591",,,"4,742",,"5,411","10,153","86,113","10,145",,,,,,,,,,,,,,,,,,"7,219",,,,,"191,784","191,784","2,564",,,,,,,,,,,,"6,910",,"6,910","9,827",,,,,,,,,,,"2,128,960",,,"1,155",,"610,000","2,740,115",59.7,,,,,,,,,,,,,,,,,152,589,,152,589,,,,,,,,,,,,,,,,9.52,,,,9.52,"45,791",,,380,,380,"120,463",,,,,,,,,,,,"294,007","294,007",548,,"247,944",,71.6,"207,000",,,,,,,,"730,874",,109,"1,000","1,186,818",109,"2,340,000",114.5,,,,,,"73,035",,323,"1,000","74,035",323,,"61,432",,647,"57,000",,,"22,263",,,,,,,"107,671",,523,"4,000","252,366",783,"312,000",797.4,,"726,000",,674,,"61,432",,647,"36,000",,,"48,636",,,,,,,"289,876",,910,"12,000","447,944","637,000",742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
